Product_ID,Product_Name,Category,Subcategory,Brand,Supplier_ID,Unit_Cost_INR,Selling_Price_INR,Profit_Margin_Percent,Weight_Kg,Warranty_Months,GST_Rate,Launch_Date,Reorder_Level,Product_Status
PRD00636,Dr Morepen Thermometer 636,Healthcare,Thermometer,Dr Morepen,SUP0468,9745,12473.6,28,20.9,36,18,2022-01-02,114,Active
PRD00637,Cosco Cycling 637,Sports,Cycling,Cosco,SUP0055,9554,13757.76,44,4.66,36,12,2022-04-19,39,Active
PRD00638,Amul Spices 638,Grocery,Spices,Amul,SUP0381,1058,1322.5,25,30.44,36,18,2021-01-04,117,Active
PRD00639,Penguin Novel 639,Books,Novel,Penguin,SUP0356,2143,3021.63,41,35.09,12,18,2024-05-17,212,Active
PRD00640,Amul Oil 640,Grocery,Oil,Amul,SUP0073,1480,2042.4,38,31.86,12,28,2019-05-20,78,Active
PRD00641,Bosch Washing Machine 641,Home Appliances,Washing Machine,Bosch,SUP0393,23194,26905.04,16,10.77,24,12,2019-02-02,26,Active
PRD00642,Cosco Badminton 642,Sports,Badminton,Cosco,SUP0243,13717,19752.48,44,38.58,12,5,2019-12-23,261,Active
PRD00643,Nike Cycling 643,Sports,Cycling,Nike,SUP0319,665,950.95,43,3.89,0,5,2022-06-12,243,Active
PRD00644,Hamleys Action Figure 644,Toys,Action Figure,Hamleys,SUP0258,5880,7526.4,28,37.21,12,18,2020-01-30,150,Active
PRD00645,Havells Mixer 645,Home Appliances,Mixer,Havells,SUP0100,72938,99195.68,36,9.83,24,18,2022-05-21,26,Active
PRD00646,Adidas Badminton 646,Sports,Badminton,Adidas,SUP0225,4974,6515.94,31,24.27,6,28,2024-06-25,218,Active
PRD00647,Nivea Soap 647,Beauty,Soap,Nivea,SUP0280,1334,1827.58,37,27.87,24,18,2023-03-27,283,Active
PRD00648,McGraw Hill Novel 648,Books,Novel,McGraw Hill,SUP0109,440,620.4,41,11.6,6,12,2024-05-04,41,Active
PRD00649,HP Mobile 649,Electronics,Mobile,HP,SUP0496,94839,133722.99,41,36.92,6,12,2021-01-18,119,Active
PRD00650,LG Laptop 650,Electronics,Laptop,LG,SUP0147,82148,116650.16,42,12.87,0,12,2020-01-28,275,Active
PRD00651,Dettol Thermometer 651,Healthcare,Thermometer,Dettol,SUP0332,13433,17059.91,27,2.07,6,18,2024-05-18,254,Active
PRD00652,Durian Bed 652,Furniture,Bed,Durian,SUP0487,20358,27076.14,33,34.19,12,18,2022-11-12,131,Active
PRD00653,Samsung Headphones 653,Electronics,Headphones,Samsung,SUP0224,51909,61252.62,18,2.19,6,18,2019-12-16,107,Active
PRD00654,Aashirvaad Beverages 654,Grocery,Beverages,Aashirvaad,SUP0132,841,1219.45,45,23.0,0,12,2022-02-10,136,Active
PRD00655,L'Oreal Soap 655,Beauty,Soap,L'Oreal,SUP0235,2533,3267.57,29,22.06,36,5,2022-06-29,112,Active
PRD00656,Lakme Face Wash 656,Beauty,Face Wash,Lakme,SUP0468,1579,2226.39,41,34.91,0,28,2024-07-13,209,Active
PRD00657,Fortune Beverages 657,Grocery,Beverages,Fortune,SUP0137,1621,2026.25,25,35.04,36,28,2024-06-18,74,Active
PRD00658,Himalaya Sanitizer 658,Healthcare,Sanitizer,Himalaya,SUP0192,7810,10231.1,31,22.53,6,28,2020-04-07,174,Active
PRD00659,Yonex Cycling 659,Sports,Cycling,Yonex,SUP0284,10412,13535.6,30,36.95,12,18,2019-12-04,262,Active
PRD00660,LG TV 660,Electronics,TV,LG,SUP0339,23341,28009.2,20,27.67,0,12,2020-12-07,57,Active
PRD00661,LG Mixer 661,Home Appliances,Mixer,LG,SUP0211,77806,92589.14,19,36.05,6,12,2020-04-14,92,Active
PRD00662,Sony Headphones 662,Electronics,Headphones,Sony,SUP0492,78550,100544.0,28,18.55,36,12,2020-11-22,142,Active
PRD00663,Godrej Chair 663,Furniture,Chair,Godrej,SUP0425,82114,110853.9,35,9.47,36,18,2024-05-24,231,Active
PRD00664,Penguin Academic 664,Books,Academic,Penguin,SUP0352,1088,1501.44,38,38.53,12,28,2020-11-22,292,Active
PRD00665,Puma T-Shirt 665,Fashion,T-Shirt,Puma,SUP0122,5622,8151.9,45,4.85,12,18,2019-02-11,115,Active
PRD00666,Samsung Headphones 666,Electronics,Headphones,Samsung,SUP0341,86158,120621.2,40,0.35,12,5,2020-10-16,257,Active
PRD00667,Mattel Remote Control 667,Toys,Remote Control,Mattel,SUP0299,11455,15464.25,35,29.56,12,18,2022-05-28,40,Active
PRD00668,Funskool Board Game 668,Toys,Board Game,Funskool,SUP0486,10867,13257.74,22,12.19,0,12,2022-08-06,268,Active
PRD00669,Allen Solly Jeans 669,Fashion,Jeans,Allen Solly,SUP0006,2679,3750.6,40,9.37,0,12,2019-04-11,251,Active
PRD00670,Hamleys Board Game 670,Toys,Board Game,Hamleys,SUP0251,7780,9491.6,22,33.55,0,5,2024-10-17,180,Active
PRD00671,Accu-Chek Sanitizer 671,Healthcare,Sanitizer,Accu-Chek,SUP0425,4968,6508.08,31,38.33,0,5,2022-10-14,237,Active
PRD00672,IFB Washing Machine 672,Home Appliances,Washing Machine,IFB,SUP0160,24325,33325.25,37,7.1,12,18,2021-06-28,174,Active
PRD00673,Nike Jeans 673,Fashion,Jeans,Nike,SUP0268,1167,1552.11,33,0.15,12,28,2023-01-31,39,Active
PRD00674,Funskool Puzzle 674,Toys,Puzzle,Funskool,SUP0452,10506,12502.14,19,10.76,36,12,2020-12-08,185,Active
PRD00675,Havells Washing Machine 675,Home Appliances,Washing Machine,Havells,SUP0154,18568,23581.36,27,16.81,12,12,2020-05-23,45,Active
PRD00676,Omron Thermometer 676,Healthcare,Thermometer,Omron,SUP0091,3604,4144.6,15,11.65,0,28,2019-10-24,156,Active
PRD00677,Sony Smartwatch 677,Electronics,Smartwatch,Sony,SUP0358,110831,138538.75,25,35.45,24,5,2019-06-27,201,Active
PRD00678,Puma Cricket 678,Sports,Cricket,Puma,SUP0245,7609,9967.79,31,39.93,0,12,2019-09-21,80,Active
PRD00679,Durian Wardrobe 679,Furniture,Wardrobe,Durian,SUP0163,60222,79493.04,32,38.27,24,28,2021-07-17,147,Active
PRD00680,IKEA Table 680,Furniture,Table,IKEA,SUP0221,73425,91781.25,25,21.3,0,18,2022-01-12,291,Active
PRD00681,Mamaearth Serum 681,Beauty,Serum,Mamaearth,SUP0378,1065,1373.85,29,5.57,6,5,2020-03-07,161,Active
PRD00682,Accu-Chek BP Monitor 682,Healthcare,BP Monitor,Accu-Chek,SUP0407,1960,2332.4,19,9.7,0,18,2024-05-30,58,Active
PRD00683,Nilkamal Wardrobe 683,Furniture,Wardrobe,Nilkamal,SUP0383,45132,59122.92,31,12.42,24,28,2023-09-19,270,Active
PRD00684,L'Oreal Shampoo 684,Beauty,Shampoo,L'Oreal,SUP0416,1773,2411.28,36,38.86,24,18,2019-11-08,179,Active
PRD00685,Mattel Board Game 685,Toys,Board Game,Mattel,SUP0444,1121,1580.61,41,39.42,12,28,2024-07-22,50,Active
PRD00686,Dettol Thermometer 686,Healthcare,Thermometer,Dettol,SUP0337,12140,15053.6,24,19.05,0,12,2024-03-23,130,Active
PRD00687,Levis Jeans 687,Fashion,Jeans,Levis,SUP0431,2092,2635.92,26,1.83,24,28,2020-07-15,276,Active
PRD00688,HarperCollins Biography 688,Books,Biography,HarperCollins,SUP0168,1949,2377.78,22,15.76,0,28,2020-08-23,120,Active
PRD00689,Amul Snacks 689,Grocery,Snacks,Amul,SUP0343,615,774.9,26,22.85,12,5,2019-11-15,60,Active
PRD00690,IFB Mixer 690,Home Appliances,Mixer,IFB,SUP0346,78148,89870.2,15,15.85,0,28,2019-10-23,279,Active
PRD00691,Nilkamal Sofa 691,Furniture,Sofa,Nilkamal,SUP0175,18687,23732.49,27,2.95,36,18,2021-09-19,25,Active
PRD00692,LG Headphones 692,Electronics,Headphones,LG,SUP0198,44663,58508.53,31,20.21,36,28,2020-09-05,183,Active
PRD00693,Nivea Soap 693,Beauty,Soap,Nivea,SUP0114,1115,1338.0,20,1.52,24,5,2019-04-26,52,Active
PRD00694,Hasbro Remote Control 694,Toys,Remote Control,Hasbro,SUP0103,10519,14200.65,35,32.05,24,18,2022-03-25,174,Active
PRD00695,Hamleys Remote Control 695,Toys,Remote Control,Hamleys,SUP0370,6276,7405.68,18,16.75,0,18,2020-02-27,120,Discontinued
PRD00696,IFB AC 696,Home Appliances,AC,IFB,SUP0272,79874,111823.6,40,30.34,36,5,2021-12-17,145,Active
PRD00697,Dove Face Wash 697,Beauty,Face Wash,Dove,SUP0085,2918,3355.7,15,0.94,12,18,2025-01-06,187,Active
PRD00698,Aashirvaad Beverages 698,Grocery,Beverages,Aashirvaad,SUP0152,2277,3187.8,40,16.6,24,12,2022-03-04,73,Active
PRD00699,Himalaya BP Monitor 699,Healthcare,BP Monitor,Himalaya,SUP0401,6103,8422.14,38,36.63,0,5,2024-03-06,243,Active
PRD00700,Hasbro Remote Control 700,Toys,Remote Control,Hasbro,SUP0430,5180,7252.0,40,13.85,0,5,2021-08-25,89,Active
PRD00701,Yonex Badminton 701,Sports,Badminton,Yonex,SUP0178,2255,2931.5,30,36.89,12,12,2023-08-10,190,Active
PRD00702,Nestle Beverages 702,Grocery,Beverages,Nestle,SUP0443,281,348.44,24,32.21,0,18,2020-01-19,132,Active
PRD00703,Whirlpool Refrigerator 703,Home Appliances,Refrigerator,Whirlpool,SUP0322,18316,23993.96,31,17.84,6,28,2023-05-12,92,Active
PRD00704,Boat Smartwatch 704,Electronics,Smartwatch,Boat,SUP0473,114405,137286.0,20,20.55,0,12,2021-08-05,280,Active
PRD00705,Hasbro Action Figure 705,Toys,Action Figure,Hasbro,SUP0219,9143,11337.32,24,18.3,24,18,2024-01-04,149,Active
PRD00706,US Polo Shoes 706,Fashion,Shoes,US Polo,SUP0420,2311,2958.08,28,8.52,24,5,2021-06-28,26,Active
PRD00707,Penguin Business 707,Books,Business,Penguin,SUP0018,2266,3195.06,41,0.8,6,28,2020-12-23,194,Active
PRD00708,Tata Spices 708,Grocery,Spices,Tata,SUP0010,2199,2594.82,18,15.99,24,12,2022-03-17,253,Active
PRD00709,Lego Board Game 709,Toys,Board Game,Lego,SUP0234,800,1160.0,45,20.3,6,5,2021-04-16,200,Active
PRD00710,Puma Shoes 710,Fashion,Shoes,Puma,SUP0044,2602,3122.4,20,10.05,24,12,2019-03-21,252,Active
PRD00711,Accu-Chek BP Monitor 711,Healthcare,BP Monitor,Accu-Chek,SUP0272,1432,2033.44,42,2.96,6,28,2023-02-14,62,Active
PRD00712,Yonex Gym 712,Sports,Gym,Yonex,SUP0383,3150,3622.5,15,34.59,12,18,2019-12-07,129,Active
PRD00713,Tata Snacks 713,Grocery,Snacks,Tata,SUP0279,1902,2263.38,19,24.22,6,5,2024-05-15,167,Active
PRD00714,Puma T-Shirt 714,Fashion,T-Shirt,Puma,SUP0288,1230,1685.1,37,37.86,0,12,2021-07-27,175,Active
PRD00715,LG Mixer 715,Home Appliances,Mixer,LG,SUP0252,62290,80977.0,30,11.09,36,18,2019-07-27,227,Active
PRD00716,Puma Gym 716,Sports,Gym,Puma,SUP0030,1212,1502.88,24,6.25,12,28,2022-07-26,157,Active
PRD00717,Tata Rice 717,Grocery,Rice,Tata,SUP0291,2463,3103.38,26,34.55,6,12,2023-11-30,134,Active
PRD00718,HarperCollins Business 718,Books,Business,HarperCollins,SUP0397,1288,1867.6,45,20.12,0,28,2022-07-08,243,Active
PRD00719,Accu-Chek Sanitizer 719,Healthcare,Sanitizer,Accu-Chek,SUP0286,9021,11546.88,28,33.12,0,5,2024-12-13,238,Active
PRD00720,Puma T-Shirt 720,Fashion,T-Shirt,Puma,SUP0396,2887,3406.66,18,6.65,6,5,2020-12-04,135,Active
PRD00721,Bloomsbury Biography 721,Books,Biography,Bloomsbury,SUP0386,572,812.24,42,17.09,0,12,2019-06-18,79,Active
PRD00722,Accu-Chek Thermometer 722,Healthcare,Thermometer,Accu-Chek,SUP0176,8036,11250.4,40,29.05,24,28,2020-04-20,100,Discontinued
PRD00723,Hasbro Board Game 723,Toys,Board Game,Hasbro,SUP0404,6199,7872.73,27,6.7,6,5,2021-04-18,283,Active
PRD00724,Accu-Chek BP Monitor 724,Healthcare,BP Monitor,Accu-Chek,SUP0223,7685,9529.4,24,16.17,6,12,2021-07-21,58,Active
PRD00725,Whirlpool Washing Machine 725,Home Appliances,Washing Machine,Whirlpool,SUP0159,34540,40411.8,17,1.49,24,28,2019-09-07,86,Active
PRD00726,Durian Table 726,Furniture,Table,Durian,SUP0030,44324,56734.72,28,25.22,0,12,2023-05-16,153,Active
PRD00727,Tata Oil 727,Grocery,Oil,Tata,SUP0136,772,949.56,23,13.3,12,18,2021-09-09,113,Active
PRD00728,Lego Remote Control 728,Toys,Remote Control,Lego,SUP0013,4529,6295.31,39,22.5,12,12,2020-06-17,59,Active
PRD00729,Boat TV 729,Electronics,TV,Boat,SUP0071,69017,93172.95,35,36.61,12,5,2022-11-06,290,Active
PRD00730,Cosco Football 730,Sports,Football,Cosco,SUP0414,9949,12237.27,23,18.03,12,5,2019-06-18,276,Active
PRD00731,LG TV 731,Electronics,TV,LG,SUP0126,45145,51916.75,15,34.0,24,18,2019-03-03,272,Active
PRD00732,Puma Shoes 732,Fashion,Shoes,Puma,SUP0393,4863,6176.01,27,13.01,0,12,2021-07-04,103,Active
PRD00733,Bosch Washing Machine 733,Home Appliances,Washing Machine,Bosch,SUP0407,11704,15917.44,36,11.49,24,5,2019-05-10,277,Active
PRD00734,Boat Smartwatch 734,Electronics,Smartwatch,Boat,SUP0386,29156,41984.64,44,15.64,24,12,2019-12-06,138,Active
PRD00735,Cosco Cycling 735,Sports,Cycling,Cosco,SUP0168,14876,20231.36,36,18.16,36,5,2019-12-29,259,Active
PRD00736,Himalaya Supplements 736,Healthcare,Supplements,Himalaya,SUP0125,7632,9540.0,25,10.03,12,28,2020-05-19,286,Active
PRD00737,US Polo T-Shirt 737,Fashion,T-Shirt,US Polo,SUP0124,5773,7273.98,26,38.21,24,18,2023-04-29,220,Active
PRD00738,Boat Mobile 738,Electronics,Mobile,Boat,SUP0454,56072,80743.68,44,39.27,24,5,2021-08-13,227,Active
PRD00739,IKEA Bed 739,Furniture,Bed,IKEA,SUP0041,87608,112138.24,28,15.84,36,12,2020-08-06,25,Active
PRD00740,Tata Beverages 740,Grocery,Beverages,Tata,SUP0313,1030,1442.0,40,12.91,6,28,2021-09-15,201,Active
PRD00741,IFB Mixer 741,Home Appliances,Mixer,IFB,SUP0307,70286,97697.54,39,28.68,6,28,2019-09-17,106,Active
PRD00742,Dove Serum 742,Beauty,Serum,Dove,SUP0276,712,1032.4,45,25.97,12,28,2019-10-13,215,Active
PRD00743,Himalaya First Aid 743,Healthcare,First Aid,Himalaya,SUP0040,13915,19898.45,43,27.31,36,5,2020-05-22,22,Active
PRD00744,Funskool Action Figure 744,Toys,Action Figure,Funskool,SUP0264,5130,6617.7,29,8.91,36,12,2021-01-27,46,Active
PRD00745,Cosco Badminton 745,Sports,Badminton,Cosco,SUP0138,13318,15582.06,17,25.25,24,18,2019-10-26,107,Active
PRD00746,Adidas Football 746,Sports,Football,Adidas,SUP0228,4721,6090.09,29,34.04,6,18,2019-11-18,35,Active
PRD00747,Nivea Cream 747,Beauty,Cream,Nivea,SUP0455,657,932.94,42,22.05,0,18,2019-06-02,52,Active
PRD00748,IFB Microwave 748,Home Appliances,Microwave,IFB,SUP0165,71207,86872.54,22,2.08,12,5,2021-01-03,178,Active
PRD00749,Boat Headphones 749,Electronics,Headphones,Boat,SUP0231,113090,162849.6,44,27.65,0,12,2022-12-01,108,Active
PRD00750,Bosch Washing Machine 750,Home Appliances,Washing Machine,Bosch,SUP0466,69730,98319.3,41,37.33,6,5,2024-09-26,60,Active
PRD00751,Penguin Novel 751,Books,Novel,Penguin,SUP0411,1922,2594.7,35,13.36,0,5,2019-06-27,95,Active
PRD00752,Dove Soap 752,Beauty,Soap,Dove,SUP0143,2704,3488.16,29,3.71,24,5,2022-08-09,250,Active
PRD00753,LG Refrigerator 753,Home Appliances,Refrigerator,LG,SUP0082,71449,102172.07,43,17.13,24,12,2024-03-28,291,Active
PRD00754,HP Headphones 754,Electronics,Headphones,HP,SUP0474,17186,21654.36,26,7.66,24,12,2022-11-13,182,Active
PRD00755,Dettol First Aid 755,Healthcare,First Aid,Dettol,SUP0010,8651,12284.42,42,36.12,36,5,2022-02-17,272,Active
PRD00756,Samsung Smartwatch 756,Electronics,Smartwatch,Samsung,SUP0060,32061,40396.86,26,37.49,12,28,2022-10-21,294,Active
PRD00757,IFB Washing Machine 757,Home Appliances,Washing Machine,IFB,SUP0270,28028,38118.08,36,21.05,36,12,2019-08-26,211,Active
PRD00758,Nilkamal Bed 758,Furniture,Bed,Nilkamal,SUP0442,32444,47043.8,45,35.11,0,12,2021-08-10,135,Active
PRD00759,Pearson Academic 759,Books,Academic,Pearson,SUP0488,612,856.8,40,7.64,6,28,2022-02-24,56,Active
PRD00760,Fortune Snacks 760,Grocery,Snacks,Fortune,SUP0333,2293,3118.48,36,22.0,12,18,2021-10-30,178,Active
PRD00761,Hasbro Remote Control 761,Toys,Remote Control,Hasbro,SUP0490,5719,6634.04,16,15.44,24,5,2020-08-26,158,Active
PRD00762,Whirlpool Refrigerator 762,Home Appliances,Refrigerator,Whirlpool,SUP0143,38818,44640.7,15,37.85,36,12,2024-12-28,72,Active
PRD00763,Pearson Academic 763,Books,Academic,Pearson,SUP0500,1607,2265.87,41,11.23,0,18,2020-03-20,104,Active
PRD00764,L'Oreal Soap 764,Beauty,Soap,L'Oreal,SUP0167,1453,1917.96,32,13.55,36,5,2022-08-10,143,Active
PRD00765,Allen Solly T-Shirt 765,Fashion,T-Shirt,Allen Solly,SUP0037,1279,1790.6,40,6.82,0,18,2019-10-19,33,Active
PRD00766,Mamaearth Serum 766,Beauty,Serum,Mamaearth,SUP0201,2951,3806.79,29,34.14,6,12,2021-06-16,120,Active
PRD00767,Dr Morepen First Aid 767,Healthcare,First Aid,Dr Morepen,SUP0088,11274,14768.94,31,35.99,12,12,2024-03-29,197,Active
PRD00768,Urban Ladder Wardrobe 768,Furniture,Wardrobe,Urban Ladder,SUP0161,3191,3829.2,20,28.94,12,28,2023-03-19,163,Active
PRD00769,US Polo Shoes 769,Fashion,Shoes,US Polo,SUP0342,3256,4590.96,41,0.31,36,12,2022-01-04,59,Active
PRD00770,Puma Jacket 770,Fashion,Jacket,Puma,SUP0284,5983,7718.07,29,34.62,24,18,2021-10-13,260,Active
PRD00771,Nike Shirt 771,Fashion,Shirt,Nike,SUP0222,5187,6276.27,21,27.44,36,12,2024-01-16,54,Active
PRD00772,Urban Ladder Bed 772,Furniture,Bed,Urban Ladder,SUP0373,53636,76163.12,42,1.16,12,5,2021-02-25,29,Active
PRD00773,Boat Mobile 773,Electronics,Mobile,Boat,SUP0090,41491,60161.95,45,30.5,36,28,2019-06-19,272,Active
PRD00774,Hasbro Board Game 774,Toys,Board Game,Hasbro,SUP0184,8933,11523.57,29,21.5,0,18,2019-01-12,265,Active
PRD00775,Godrej Bed 775,Furniture,Bed,Godrej,SUP0084,60732,85632.12,41,28.12,36,28,2020-11-29,273,Active
PRD00776,Dr Morepen Supplements 776,Healthcare,Supplements,Dr Morepen,SUP0101,14327,16762.59,17,23.94,0,28,2019-02-21,149,Active
PRD00777,Bosch Microwave 777,Home Appliances,Microwave,Bosch,SUP0319,73536,95596.8,30,17.19,6,18,2021-04-14,74,Active
PRD00778,Dove Serum 778,Beauty,Serum,Dove,SUP0345,530,662.5,25,18.51,24,12,2020-11-03,133,Active
PRD00779,Nike Cycling 779,Sports,Cycling,Nike,SUP0373,5088,7275.84,43,24.98,6,18,2023-03-31,43,Active
PRD00780,Levis Jeans 780,Fashion,Jeans,Levis,SUP0400,767,974.09,27,31.81,36,28,2020-10-24,234,Active
PRD00781,Bosch Microwave 781,Home Appliances,Microwave,Bosch,SUP0348,28601,41185.44,44,2.2,24,18,2022-03-31,111,Active
PRD00782,Nivea Serum 782,Beauty,Serum,Nivea,SUP0033,2427,3227.91,33,12.25,0,28,2023-06-19,255,Active
PRD00783,Adidas Football 783,Sports,Football,Adidas,SUP0361,10412,12702.64,22,29.04,0,5,2023-04-08,289,Active
PRD00784,Allen Solly Jacket 784,Fashion,Jacket,Allen Solly,SUP0389,561,701.25,25,31.01,12,28,2023-11-26,184,Active
PRD00785,Godrej Bed 785,Furniture,Bed,Godrej,SUP0246,73498,94077.44,28,1.86,0,18,2021-08-16,193,Active
PRD00786,Godrej Table 786,Furniture,Table,Godrej,SUP0175,36908,45027.76,22,35.76,24,18,2019-01-09,270,Active
PRD00787,Yonex Gym 787,Sports,Gym,Yonex,SUP0038,1819,2346.51,29,25.62,0,28,2020-03-29,233,Active
PRD00788,LG Mixer 788,Home Appliances,Mixer,LG,SUP0006,43940,56682.6,29,20.45,36,18,2023-12-22,290,Active
PRD00789,Nike Jeans 789,Fashion,Jeans,Nike,SUP0045,905,1167.45,29,14.7,0,18,2023-01-03,136,Active
PRD00790,Amul Snacks 790,Grocery,Snacks,Amul,SUP0054,973,1362.2,40,34.01,24,18,2021-12-15,227,Active
PRD00791,Levis Shoes 791,Fashion,Shoes,Levis,SUP0193,4311,5086.98,18,25.27,24,18,2021-01-01,106,Discontinued
PRD00792,Penguin Novel 792,Books,Novel,Penguin,SUP0091,1183,1679.86,42,24.12,36,18,2020-12-27,152,Active
PRD00793,HP Headphones 793,Electronics,Headphones,HP,SUP0017,13264,16314.72,23,7.23,24,5,2021-04-15,76,Active
PRD00794,Aashirvaad Spices 794,Grocery,Spices,Aashirvaad,SUP0362,2255,3044.25,35,30.52,24,5,2019-03-17,154,Active
PRD00795,Penguin Biography 795,Books,Biography,Penguin,SUP0403,552,783.84,42,13.34,24,28,2024-09-23,151,Active
PRD00796,Adidas Gym 796,Sports,Gym,Adidas,SUP0143,7448,8863.12,19,4.74,36,5,2019-03-08,62,Active
PRD00797,LG Mobile 797,Electronics,Mobile,LG,SUP0076,117868,149692.36,27,15.34,12,18,2020-10-31,160,Active
PRD00798,IKEA Table 798,Furniture,Table,IKEA,SUP0397,29517,38372.1,30,29.24,12,18,2021-03-17,215,Active
PRD00799,Bloomsbury Children 799,Books,Children,Bloomsbury,SUP0379,1810,2208.2,22,6.95,6,5,2021-05-22,31,Active
PRD00800,Omron BP Monitor 800,Healthcare,BP Monitor,Omron,SUP0409,2140,2953.2,38,3.85,24,12,2020-12-12,32,Active
PRD00801,LG Mobile 801,Electronics,Mobile,LG,SUP0202,81177,112836.03,39,12.96,0,12,2021-01-30,117,Discontinued
PRD00802,Durian Table 802,Furniture,Table,Durian,SUP0240,65616,93174.72,42,2.66,6,12,2024-03-29,33,Discontinued
PRD00803,IFB Microwave 803,Home Appliances,Microwave,IFB,SUP0353,46288,56008.48,21,17.05,12,18,2021-08-02,294,Active
PRD00804,Cosco Cycling 804,Sports,Cycling,Cosco,SUP0137,9661,13042.35,35,31.33,0,12,2023-03-17,272,Active
PRD00805,Puma Gym 805,Sports,Gym,Puma,SUP0382,7726,8884.9,15,4.66,12,28,2024-04-19,198,Active
PRD00806,Amul Spices 806,Grocery,Spices,Amul,SUP0101,749,1056.09,41,35.73,0,12,2019-02-11,295,Active
PRD00807,Levis Shoes 807,Fashion,Shoes,Levis,SUP0019,4289,5918.82,38,26.86,36,5,2021-03-31,161,Active
PRD00808,Nilkamal Chair 808,Furniture,Chair,Nilkamal,SUP0394,16042,21656.7,35,36.07,24,28,2023-06-19,95,Active
PRD00809,Sony Headphones 809,Electronics,Headphones,Sony,SUP0032,117464,165624.24,41,14.64,36,28,2024-05-25,20,Active
PRD00810,Bloomsbury Children 810,Books,Children,Bloomsbury,SUP0259,1987,2583.1,30,1.14,24,28,2024-01-17,243,Active
PRD00811,Dove Face Wash 811,Beauty,Face Wash,Dove,SUP0351,1313,1509.95,15,22.52,12,5,2020-08-27,78,Active
PRD00812,Whirlpool Mixer 812,Home Appliances,Mixer,Whirlpool,SUP0080,42049,52981.74,26,15.59,12,12,2021-08-27,50,Active
PRD00813,Accu-Chek BP Monitor 813,Healthcare,BP Monitor,Accu-Chek,SUP0439,9811,14127.84,44,3.53,6,5,2023-09-14,179,Active
PRD00814,Allen Solly Shoes 814,Fashion,Shoes,Allen Solly,SUP0229,4733,6626.2,40,26.22,6,18,2020-10-17,107,Active
PRD00815,Godrej Chair 815,Furniture,Chair,Godrej,SUP0137,60971,74994.33,23,0.35,36,28,2021-03-29,82,Active
PRD00816,LG Laptop 816,Electronics,Laptop,LG,SUP0058,42352,56751.68,34,37.59,0,12,2023-09-10,122,Active
PRD00817,Dove Serum 817,Beauty,Serum,Dove,SUP0375,2538,3121.74,23,29.77,0,28,2022-07-07,104,Active
PRD00818,Godrej Wardrobe 818,Furniture,Wardrobe,Godrej,SUP0222,13550,19647.5,45,28.05,6,28,2019-11-27,138,Active
PRD00819,Bloomsbury Biography 819,Books,Biography,Bloomsbury,SUP0301,1755,2281.5,30,4.42,6,18,2020-01-14,102,Active
PRD00820,Adidas Cycling 820,Sports,Cycling,Adidas,SUP0101,5822,7277.5,25,5.75,6,12,2023-05-31,262,Active
PRD00821,Lakme Shampoo 821,Beauty,Shampoo,Lakme,SUP0269,528,623.04,18,10.62,0,12,2020-07-07,261,Active
PRD00822,Penguin Academic 822,Books,Academic,Penguin,SUP0090,217,303.8,40,31.33,24,12,2020-07-16,187,Discontinued
PRD00823,Tata Oil 823,Grocery,Oil,Tata,SUP0383,744,930.0,25,24.44,24,28,2021-06-21,280,Active
PRD00824,Penguin Novel 824,Books,Novel,Penguin,SUP0426,597,722.37,21,30.67,24,12,2019-07-14,158,Active
PRD00825,US Polo Shoes 825,Fashion,Shoes,US Polo,SUP0416,1970,2324.6,18,9.83,0,18,2023-02-28,140,Active
PRD00826,Nivea Cream 826,Beauty,Cream,Nivea,SUP0032,2464,3474.24,41,11.66,36,5,2020-11-09,237,Active
PRD00827,Lakme Face Wash 827,Beauty,Face Wash,Lakme,SUP0430,1051,1219.16,16,9.14,0,28,2022-10-24,228,Active
PRD00828,HarperCollins Academic 828,Books,Academic,HarperCollins,SUP0267,1967,2321.06,18,0.73,12,5,2024-05-11,204,Active
PRD00829,Sony Headphones 829,Electronics,Headphones,Sony,SUP0424,106468,126696.92,19,8.89,24,12,2023-04-09,137,Active
PRD00830,Yonex Football 830,Sports,Football,Yonex,SUP0261,9332,13344.76,43,26.22,24,18,2023-06-10,291,Active
PRD00831,Hasbro Board Game 831,Toys,Board Game,Hasbro,SUP0094,5716,8116.72,42,28.17,12,5,2024-10-31,178,Active
PRD00832,Yonex Football 832,Sports,Football,Yonex,SUP0089,13623,18935.97,39,16.94,12,12,2020-01-03,125,Active
PRD00833,LG AC 833,Home Appliances,AC,LG,SUP0398,23509,27270.44,16,35.13,6,28,2019-11-05,67,Active
PRD00834,Amul Rice 834,Grocery,Rice,Amul,SUP0124,387,541.8,40,38.96,12,28,2024-09-17,250,Active
PRD00835,Bloomsbury Novel 835,Books,Novel,Bloomsbury,SUP0073,2213,3208.85,45,30.52,6,18,2019-01-07,116,Active
PRD00836,HarperCollins Business 836,Books,Business,HarperCollins,SUP0179,2443,3298.05,35,1.08,6,18,2021-06-12,131,Active
PRD00837,Puma Cricket 837,Sports,Cricket,Puma,SUP0253,1049,1311.25,25,18.54,6,18,2021-02-10,293,Active
PRD00838,Nestle Oil 838,Grocery,Oil,Nestle,SUP0379,1244,1754.04,41,16.51,12,12,2019-09-18,243,Active
PRD00839,Mamaearth Cream 839,Beauty,Cream,Mamaearth,SUP0192,296,381.84,29,21.18,36,28,2021-04-25,297,Active
